chr	cM_pos
6	82.6
6	82.8
6	83.0
6	83.2
6	83.4
6	83.6
6	83.8
6	84.0
6	84.2
6	84.4
6	84.6
6	84.8
6	85.0
6	85.2
6	85.4
6	85.6
6	85.8
6	86.0
6	86.2
6	86.4
6	86.6
6	86.8
6	87.0
6	87.2
6	87.4
6	87.6
6	87.8
6	88.0
6	88.2
6	88.4
6	88.6
6	88.8
6	89.0
6	89.2
6	89.4
6	89.6
6	89.8
6	90.0
6	90.2
6	90.4
6	90.6
6	90.8
6	91.0
6	91.2
6	91.4
6	91.6
6	91.8
6	92.0
6	92.2
6	92.4
6	92.6
6	92.8
6	93.0
6	93.2
6	93.4
6	93.6
6	93.8
6	94.0
6	94.2
6	94.4
6	94.6
6	94.8
6	95.0
6	95.2
6	95.4
6	95.6
6	95.8
6	96.0
6	96.2
6	96.4
6	96.6
6	96.8
6	97.0
6	97.2
6	97.4
6	97.6
6	97.8
6	98.0
6	98.2
6	98.4
6	98.6
6	98.8
6	99.0
6	99.2
6	99.4
6	99.6
6	99.8
6	100.0
6	100.2
6	100.4
6	100.6
6	100.8
6	101.0
6	101.2
6	101.4
6	101.6
6	101.8
6	102.0
6	102.2
6	102.4
6	102.6
6	102.8
6	103.0
6	103.2
6	103.4
6	103.6
6	103.8
6	104.0
6	104.2
6	104.4
6	104.6
6	104.8
6	105.0
6	105.2
6	105.4
6	105.6
6	105.8
6	106.0
6	106.2
6	106.4
6	106.6
6	106.8
6	107.0
6	107.2
6	107.4
6	107.6
6	107.8
6	108.0
6	108.2
6	108.4
6	108.6
6	108.8
6	109.0
6	109.2
6	109.4
6	109.6
6	109.8
6	110.0
7	-1.2
7	-1.0
7	-0.8
7	-0.6
7	-0.4
7	-0.2
7	0.0
7	0.2
7	0.4
7	0.6
7	0.8
7	1.0
7	1.2
7	1.4
7	1.6
7	1.8
7	2.0
7	2.2
7	2.4
7	2.6
7	2.8
7	3.0
7	3.2
7	3.4
7	3.6
7	3.8
7	4.0
7	4.2
7	4.4
7	4.6
7	4.8
7	5.0
7	5.2
7	5.4
7	5.6
7	5.8
7	6.0
7	6.2
7	6.4
7	6.6
7	6.8
7	7.0
7	7.2
7	7.4
7	7.6
7	7.8
7	8.0
7	8.2
7	8.4
7	8.6
7	8.8
7	9.0
7	9.2
7	9.4
7	9.6
7	9.8
7	10.0
7	10.2
7	10.4
7	10.6
7	10.8
7	11.0
7	11.2
7	11.4
7	11.6
7	11.8
7	12.0
7	12.2
7	12.4
7	12.6
7	12.8
7	13.0
7	13.2
7	13.4
7	13.6
7	13.8
7	14.0
7	14.2
7	14.4
7	14.6
7	14.8
7	15.0
7	15.2
7	15.4
7	15.6
7	15.8
7	16.0
7	16.2
7	16.4
7	16.6
7	16.8
7	17.0
7	17.2
7	17.4
7	17.6
7	17.8
7	18.0
7	18.2
7	18.4
7	18.6
7	18.8
7	19.0
7	19.2
7	19.4
7	19.6
7	19.8
7	20.0
7	20.2
7	20.4
7	20.6
7	20.8
7	21.0
7	21.2
7	21.4
7	21.6
7	21.8
7	22.0
7	22.2
7	22.4
7	22.6
7	22.8
7	23.0
7	23.2
7	23.4
7	23.6
7	23.8
7	24.0
7	24.2
7	24.4
7	24.6
7	24.8
7	25.0
7	25.2
7	25.4
7	25.6
7	25.8
7	26.0
7	26.2
7	26.4
7	26.6
7	26.8
7	27.0
7	27.2
7	27.4
7	27.6
7	27.8
7	28.0
7	28.2
7	28.4
7	28.6
7	28.8
7	29.0
7	29.2
7	29.4
7	29.6
7	29.8
7	30.0
7	30.2
7	30.4
7	30.6
7	30.8
7	31.0
7	31.2
7	31.4
7	31.6
7	31.8
7	32.0
7	32.2
7	32.4
7	32.6
7	32.8
7	33.0
7	33.2
7	33.4
7	33.6
7	33.8
7	34.0
7	34.2
7	34.4
7	34.6
7	34.8
7	35.0
7	35.2
7	35.4
7	35.6
7	35.8
7	36.0
7	36.2
7	36.4
7	36.6
7	36.8
7	37.0
7	37.2
7	37.4
7	37.6
7	37.8
7	38.0
7	38.2
7	38.4
7	38.6
7	38.8
7	39.0
7	39.2
7	39.4
7	39.6
7	39.8
7	40.0
7	40.2
7	40.4
7	40.6
7	40.8
7	41.0
7	41.2
7	41.4
7	41.6
7	41.8
7	42.0
7	42.2
7	42.4
7	42.6
7	42.8
7	43.0
7	43.2
7	43.4
7	43.6
7	43.8
7	44.0
7	44.2
7	44.4
7	44.6
7	44.8
7	45.0
7	45.2
7	45.4
7	45.6
7	45.8
7	46.0
7	46.2
7	46.4
7	46.6
7	46.8
7	47.0
7	47.2
7	47.4
7	47.6
7	47.8
7	48.0
7	48.2
7	48.4
7	48.6
7	48.8
7	49.0
7	49.2
7	49.4
7	49.6
7	49.8
7	50.0
7	50.2
7	50.4
7	50.6
7	50.8
7	51.0
7	51.2
7	51.4
7	51.6
7	51.8
7	52.0
7	52.2
7	52.4
7	52.6
7	52.8
7	53.0
7	53.2
7	53.4
7	53.6
7	53.8
7	54.0
7	54.2
7	54.4
7	54.6
7	54.8
7	55.0
7	55.2
7	55.4
7	55.6
7	55.8
7	56.0
7	56.2
7	56.4
7	56.6
7	56.8
7	57.0
7	57.2
7	57.4
7	57.6
7	57.8
7	58.0
7	58.2
7	58.4
7	58.6
7	58.8
7	59.0
7	59.2
7	59.4
7	59.6
7	59.8
7	60.0
7	60.2
7	60.4
7	60.6
7	60.8
7	61.0
7	61.2
7	61.4
7	61.6
7	61.8
7	62.0
7	62.2
7	62.4
7	62.6
7	62.8
7	63.0
7	63.2
7	63.4
7	63.6
7	63.8
7	64.0
7	64.2
7	64.4
7	64.6
7	64.8
7	65.0
7	65.2
7	65.4
7	65.6
7	65.8
7	66.0
7	66.2
7	66.4
7	66.6
7	66.8
7	67.0
7	67.2
7	67.4
7	67.6
7	67.8
7	68.0
7	68.2
7	68.4
7	68.6
7	68.8
7	69.0
7	69.2
7	69.4
7	69.6
7	69.8
7	70.0
7	70.2
7	70.4
7	70.6
7	70.8
7	71.0
7	71.2
7	71.4
7	71.6
7	71.8
7	72.0
7	72.2
7	72.4
7	72.6
7	72.8
7	73.0
7	73.2
7	73.4
7	73.6
7	73.8
7	74.0
7	74.2
7	74.4
7	74.6
7	74.8
7	75.0
7	75.2
7	75.4
7	75.6
7	75.8
7	76.0
7	76.2
7	76.4
7	76.6
7	76.8
7	77.0
7	77.2
7	77.4
7	77.6
7	77.8
7	78.0
7	78.2
7	78.4
7	78.6
7	78.8
7	79.0
7	79.2
7	79.4
7	79.6
7	79.8
7	80.0
7	80.2
7	80.4
7	80.6
7	80.8
7	81.0
7	81.2
7	81.4
7	81.6
7	81.8
7	82.0
7	82.2
7	82.4
7	82.6
7	82.8
7	83.0
7	83.2
7	83.4
7	83.6
7	83.8
7	84.0
7	84.2
7	84.4
7	84.6
7	84.8
7	85.0
7	85.2
7	85.4
7	85.6
7	85.8
7	86.0
7	86.2
7	86.4
7	86.6
7	86.8
7	87.0
7	87.2
7	87.4
7	87.6
7	87.8
7	88.0
7	88.2
7	88.4
7	88.6
7	88.8
7	89.0
7	89.2
7	89.4
7	89.6
7	89.8
7	90.0
7	90.2
7	90.4
7	90.6
7	90.8
7	91.0
7	91.2
7	91.4
7	91.6
7	91.8
7	92.0
7	92.2
7	92.4
7	92.6
7	92.8
7	93.0
7	93.2
7	93.4
7	93.6
7	93.8
7	94.0
7	94.2
7	94.4
7	94.6
7	94.8
7	95.0
7	95.2
7	95.4
7	95.6
7	95.8
7	96.0
7	96.2
7	96.4
7	96.6
7	96.8
7	97.0
7	97.2
7	97.4
7	97.6
7	97.8
7	98.0
7	98.2
7	98.4
7	98.6
7	98.8
7	99.0
7	99.2
7	99.4
7	99.6
7	99.8
7	100.0
7	100.2
7	100.4
7	100.6
7	100.8
7	101.0
7	101.2
7	101.4
7	101.6
7	101.8
7	102.0
7	102.2
7	102.4
7	102.6
7	102.8
7	103.0
7	103.2
7	103.4
7	103.6
7	103.8
7	104.0
7	104.2
7	104.4
7	104.6
7	104.8
7	105.0
7	105.2
7	105.4
7	105.6
7	105.8
7	106.0
7	106.2
7	106.4
7	106.6
7	106.8
7	107.0
7	107.2
7	107.4
7	107.6
7	107.8
7	108.0
7	108.2
7	108.4
7	108.6
7	108.8
7	109.0
7	109.2
7	109.4
7	109.6
7	109.8
7	110.0
7	110.2
7	110.4
7	110.6
7	110.8
7	111.0
7	111.2
7	111.4
7	111.6
7	111.8
7	112.0
7	112.2
7	112.4
7	112.6
7	112.8
7	113.0
7	113.2
7	113.4
7	113.6
7	113.8
7	114.0
7	114.2
7	114.4
7	114.6
7	114.8
7	115.0
7	115.2
7	115.4
7	115.6
7	115.8
7	116.0
7	116.2
7	116.4
7	116.6
7	116.8
7	117.0
7	117.2
7	117.4
7	117.6
7	117.8
7	118.0
7	118.2
7	118.4
7	118.6
7	118.8
7	119.0
7	119.2
7	119.4
7	119.6
7	119.8
7	120.0
7	120.2
7	120.4
7	120.6
7	120.8
7	121.0
7	121.2
7	121.4
7	121.6
7	121.8
7	122.0
7	122.2
7	122.4
7	122.6
7	122.8
7	123.0
7	123.2
7	123.4
7	123.6
7	123.8
7	124.0
7	124.2
7	124.4
7	124.6
7	124.8
7	125.0
7	125.2
7	125.4
7	125.6
7	125.8
7	126.0
7	126.2
7	126.4
7	126.6
7	126.8
7	127.0
7	127.2
7	127.4
7	127.6
7	127.8
7	128.0
7	128.2
7	128.4
7	128.6
7	128.8
7	129.0
7	129.2
7	129.4
7	129.6
7	129.8
7	130.0
7	130.2
7	130.4
7	130.6
7	130.8
7	131.0
7	131.2
7	131.4
7	131.6
7	131.8
7	132.0
7	132.2
7	132.4
7	132.6
7	132.8
7	133.0
7	133.2
7	133.4
7	133.6
7	133.8
7	134.0
7	134.2
7	134.4
7	134.6
7	134.8
7	135.0
7	135.2
7	135.4
7	135.6
7	135.8
7	136.0
7	136.2
7	136.4
7	136.6
7	136.8
7	137.0
7	137.2
8	-0.4
8	-0.2
8	0.0
8	0.2
8	0.4
8	0.6
8	0.8
8	1.0
8	1.2
8	1.4
8	1.6
8	1.8
8	2.0
8	2.2
8	2.4
8	2.6
8	2.8
8	3.0
8	3.2
8	3.4
8	3.6
8	3.8
8	4.0
8	4.2
8	4.4
8	4.6
8	4.8
8	5.0
8	5.2
8	5.4
8	5.6
8	5.8
8	6.0
8	6.2
8	6.4
8	6.6
8	6.8
8	7.0
8	7.2
8	7.4
8	7.6
8	7.8
8	8.0
8	8.2
8	8.4
8	8.6
8	8.8
8	9.0
8	9.2
8	9.4
8	9.6
8	9.8
8	10.0
8	10.2
8	10.4
8	10.6
8	10.8
8	11.0
8	11.2
8	11.4
8	11.6
8	11.8
8	12.0
8	12.2
8	12.4
8	12.6
8	12.8
8	13.0
8	13.2
8	13.4
8	13.6
8	13.8
8	14.0
8	14.2
8	14.4
8	14.6
8	14.8
8	15.0
8	15.2
8	15.4
8	15.6
8	15.8
8	16.0
8	16.2
8	16.4
8	16.6
8	16.8
8	17.0
8	17.2
8	17.4
8	17.6
8	17.8
8	18.0
8	18.2
8	18.4
8	18.6
8	18.8
8	19.0
8	19.2
8	19.4
8	19.6
8	19.8
8	20.0
8	20.2
8	20.4
8	20.6
8	20.8
8	21.0
8	21.2
8	21.4
8	21.6
8	21.8
8	22.0
8	22.2
8	22.4
8	22.6
8	22.8
8	23.0
8	23.2
8	23.4
8	23.6
8	23.8
8	24.0
8	24.2
8	24.4
8	24.6
8	24.8
8	25.0
8	25.2
8	25.4
8	25.6
8	25.8
8	26.0
8	26.2
8	26.4
8	26.6
8	26.8
8	27.0
8	27.2
8	27.4
8	27.6
8	27.8
8	28.0
8	28.2
8	28.4
8	28.6
8	28.8
8	29.0
8	29.2
8	29.4
8	29.6
8	29.8
8	30.0
8	30.2
8	30.4
8	30.6
8	30.8
8	31.0
8	31.2
8	31.4
8	31.6
8	31.8
8	32.0
8	32.2
8	32.4
8	32.6
8	32.8
8	33.0
8	33.2
8	33.4
8	33.6
8	33.8
8	34.0
8	34.2
8	34.4
8	34.6
8	34.8
8	35.0
8	35.2
8	35.4
8	35.6
8	35.8
8	36.0
8	36.2
8	36.4
8	36.6
8	36.8
8	37.0
8	37.2
8	37.4
8	37.6
8	37.8
8	38.0
8	38.2
8	38.4
8	38.6
8	38.8
8	39.0
8	39.2
8	39.4
8	39.6
8	39.8
8	40.0
8	40.2
8	40.4
8	40.6
8	40.8
8	41.0
8	41.2
8	41.4
8	41.6
8	41.8
8	42.0
8	42.2
8	42.4
8	42.6
8	42.8
8	43.0
8	43.2
8	43.4
8	43.6
8	43.8
8	44.0
8	44.2
8	44.4
8	44.6
8	44.8
8	45.0
8	45.2
8	45.4
8	45.6
8	45.8
8	46.0
8	46.2
8	46.4
8	46.6
8	46.8
8	47.0
8	47.2
8	47.4
8	47.6
8	47.8
8	48.0
8	48.2
8	48.4
8	48.6
8	48.8
8	49.0
8	49.2
8	49.4
8	49.6
8	49.8
8	50.0
8	50.2
8	50.4
8	50.6
8	50.8
8	51.0
8	51.2
8	51.4
8	51.6
8	51.8
8	52.0
8	52.2
8	52.4
8	52.6
8	52.8
8	53.0
8	53.2
8	53.4
8	53.6
8	53.8
8	54.0
8	54.2
8	54.4
8	54.6
8	54.8
8	55.0
8	55.2
8	55.4
8	55.6
8	55.8
8	56.0
8	56.2
8	56.4
8	56.6
8	56.8
8	57.0
8	57.2
8	57.4
8	57.6
8	57.8
8	58.0
8	58.2
8	58.4
8	58.6
8	58.8
8	59.0
8	59.2
8	59.4
8	59.6
8	59.8
8	60.0
8	60.2
8	60.4
8	60.6
8	60.8
8	61.0
8	61.2
8	61.4
8	61.6
8	61.8
8	62.0
8	62.2
8	62.4
8	62.6
8	62.8
8	63.0
8	63.2
8	63.4
8	63.6
8	63.8
8	64.0
8	64.2
8	64.4
8	64.6
8	64.8
8	65.0
8	65.2
8	65.4
8	65.6
8	65.8
8	66.0
8	66.2
8	66.4
8	66.6
8	66.8
8	67.0
8	67.2
8	67.4
8	67.6
8	67.8
8	68.0
8	68.2
8	68.4
8	68.6
8	68.8
8	69.0
8	69.2
8	69.4
8	69.6
8	69.8
8	70.0
8	70.2
8	70.4
8	70.6
8	70.8
8	71.0
8	71.2
8	71.4
8	71.6
8	71.8
8	72.0
8	72.2
8	72.4
8	72.6
8	72.8
8	73.0
8	73.2
8	73.4
8	73.6
8	73.8
8	74.0
8	74.2
8	74.4
8	74.6
8	74.8
8	75.0
8	75.2
8	75.4
8	75.6
8	75.8
8	76.0
8	76.2
8	76.4
8	76.6
8	76.8
8	77.0
8	77.2
8	77.4
8	77.6
8	77.8
8	78.0
8	78.2
8	78.4
8	78.6
8	78.8
8	79.0
8	79.2
8	79.4
8	79.6
8	79.8
8	80.0
8	80.2
8	80.4
8	80.6
8	80.8
8	81.0
8	81.2
8	81.4
8	81.6
8	81.8
8	82.0
8	82.2
8	82.4
8	82.6
8	82.8
8	83.0
8	83.2
8	83.4
8	83.6
8	83.8
8	84.0
8	84.2
8	84.4
8	84.6
8	84.8
8	85.0
8	85.2
8	85.4
8	85.6
8	85.8
8	86.0
8	86.2
8	86.4
8	86.6
8	86.8
8	87.0
8	87.2
8	87.4
8	87.6
8	87.8
8	88.0
8	88.2
8	88.4
8	88.6
8	88.8
8	89.0
8	89.2
8	89.4
8	89.6
8	89.8
8	90.0
8	90.2
8	90.4
8	90.6
8	90.8
8	91.0
8	91.2
8	91.4
8	91.6
8	91.8
8	92.0
8	92.2
8	92.4
8	92.6
8	92.8
8	93.0
8	93.2
8	93.4
8	93.6
8	93.8
8	94.0
8	94.2
8	94.4
8	94.6
8	94.8
8	95.0
8	95.2
8	95.4
8	95.6
8	95.8
8	96.0
8	96.2
8	96.4
8	96.6
8	96.8
8	97.0
8	97.2
8	97.4
8	97.6
8	97.8
8	98.0
8	98.2
8	98.4
8	98.6
8	98.8
8	99.0
8	99.2
8	99.4
8	99.6
8	99.8
8	100.0
8	100.2
8	100.4
8	100.6
8	100.8
8	101.0
8	101.2
8	101.4
8	101.6
8	101.8
8	102.0
8	102.2
8	102.4
8	102.6
8	102.8
8	103.0
8	103.2
8	103.4
8	103.6
8	103.8
8	104.0
8	104.2
8	104.4
8	104.6
8	104.8
8	105.0
8	105.2
8	105.4
8	105.6
8	105.8
8	106.0
8	106.2
8	106.4
8	106.6
8	106.8
8	107.0
8	107.2
8	107.4
8	107.6
8	107.8
8	108.0
8	108.2
8	108.4
8	108.6
8	108.8
8	109.0
8	109.2
8	109.4
8	109.6
8	109.8
8	110.0
8	110.2
8	110.4
8	110.6
8	110.8
8	111.0
8	111.2
8	111.4
8	111.6
8	111.8
8	112.0
8	112.2
8	112.4
8	112.6
8	112.8
8	113.0
8	113.2
8	113.4
8	113.6
8	113.8
8	114.0
8	114.2
8	114.4
8	114.6
8	114.8
8	115.0
8	115.2
8	115.4
8	115.6
8	115.8
8	116.0
8	116.2
8	116.4
8	116.6
8	116.8
8	117.0
8	117.2
8	117.4
8	117.6
8	117.8
8	118.0
8	118.2
8	118.4
8	118.6
8	118.8
8	119.0
8	119.2
8	119.4
8	119.6
8	119.8
8	120.0
8	120.2
8	120.4
8	120.6
8	120.8
8	121.0
8	121.2
8	121.4
8	121.6
8	121.8
8	122.0
8	122.2
8	122.4
8	122.6
8	122.8
8	123.0
8	123.2
8	123.4
8	123.6
8	123.8
8	124.0
8	124.2
8	124.4
8	124.6
8	124.8
8	125.0
8	125.2
8	125.4
8	125.6
8	125.8
8	126.0
8	126.2
8	126.4
8	126.6
8	126.8
8	127.0
8	127.2
8	127.4
8	127.6
8	127.8
8	128.0
8	128.2
8	128.4
8	128.6
8	128.8
8	129.0
8	129.2
8	129.4
8	129.6
8	129.8
8	130.0
8	130.2
8	130.4
8	130.6
8	130.8
8	131.0
8	131.2
8	131.4
8	131.6
8	131.8
8	132.0
8	132.2
8	132.4
8	132.6
8	132.8
8	133.0
8	133.2
8	133.4
8	133.6
8	133.8
8	134.0
8	134.2
8	134.4
8	134.6
8	134.8
8	135.0
8	135.2
8	135.4
8	135.6
8	135.8
8	136.0
8	136.2
8	136.4
8	136.6
8	136.8
8	137.0
9	-9.0
9	-8.8
9	-8.6
9	-8.4
9	-8.2
9	-8.0
9	-7.8
9	-7.6
9	-7.4
9	-7.2
9	-7.0
9	-6.8
9	-6.6
9	-6.4
9	-6.2
9	-6.0
9	-5.8
9	-5.6
9	-5.4
9	-5.2
9	-5.0
9	-4.8
9	-4.6
9	-4.4
9	-4.2
9	-4.0
9	-3.8
9	-3.6
9	-3.4
9	-3.2
9	-3.0
9	-2.8
9	-2.6
9	-2.4
9	-2.2
9	-2.0
9	-1.8
9	-1.6
9	-1.4
9	-1.2
9	-1.0
9	-0.8
9	-0.6
9	-0.4
9	-0.2
9	0.0
9	0.2
9	0.4
9	0.6
9	0.8
9	1.0
9	1.2
9	1.4
9	1.6
9	1.8
9	2.0
9	2.2
9	2.4
9	2.6
9	2.8
9	3.0
9	3.2
9	3.4
9	3.6
9	3.8
9	4.0
9	4.2
9	4.4
9	4.6
9	4.8
9	5.0
9	5.2
9	5.4
9	5.6
9	5.8
9	6.0
9	6.2
9	6.4
9	6.6
9	6.8
9	7.0
9	7.2
9	7.4
9	7.6
9	7.8
9	8.0
9	8.2
9	8.4
9	8.6
9	8.8
9	9.0
9	9.2
9	9.4
9	9.6
9	9.8
9	10.0
9	10.2
9	10.4
9	10.6
9	10.8
9	11.0
9	11.2
9	11.4
9	11.6
9	11.8
9	12.0
9	12.2
9	12.4
9	12.6
9	12.8
9	13.0
9	13.2
9	13.4
9	13.6
9	13.8
9	14.0
9	14.2
9	14.4
9	14.6
9	14.8
9	15.0
9	15.2
9	15.4
9	15.6
9	15.8
9	16.0
9	16.2
9	16.4
9	16.6
9	16.8
9	17.0
9	17.2
9	17.4
9	17.6
9	17.8
9	18.0
9	18.2
9	18.4
9	18.6
9	18.8
9	19.0
9	19.2
9	19.4
9	19.6
9	19.8
9	20.0
9	20.2
9	20.4
9	20.6
9	20.8
9	21.0
9	21.2
9	21.4
9	21.6
9	21.8
9	22.0
9	22.2
9	22.4
9	22.6
9	22.8
9	23.0
9	23.2
9	23.4
9	23.6
9	23.8
9	24.0
9	24.2
9	24.4
9	24.6
9	24.8
9	25.0
9	25.2
9	25.4
9	25.6
9	25.8
9	26.0
9	26.2
9	26.4
9	26.6
9	26.8
9	27.0
9	27.2
9	27.4
9	27.6
9	27.8
9	28.0
9	28.2
9	28.4
9	28.6
9	28.8
9	29.0
9	29.2
9	29.4
9	29.6
9	29.8
9	30.0
9	30.2
9	30.4
9	30.6
9	30.8
9	31.0
9	31.2
9	31.4
9	31.6
9	31.8
9	32.0
9	32.2
9	32.4
9	32.6
9	32.8
9	33.0
9	33.2
9	33.4
9	33.6
9	33.8
9	34.0
9	34.2
9	34.4
9	34.6
9	34.8
9	35.0
9	35.2
9	35.4
9	35.6
9	35.8
9	36.0
9	36.2
9	36.4
9	36.6
9	36.8
9	37.0
9	37.2
9	37.4
9	37.6
9	37.8
9	38.0
9	38.2
9	38.4
9	38.6
9	38.8
9	39.0
9	39.2
9	39.4
9	39.6
9	39.8
9	40.0
9	40.2
9	40.4
9	40.6
9	40.8
9	41.0
9	41.2
9	41.4
9	41.6
9	41.8
9	42.0
9	42.2
9	42.4
9	42.6
9	42.8
9	43.0
9	43.2
9	43.4
9	43.6
9	43.8
9	44.0
9	44.2
9	44.4
9	44.6
9	44.8
9	45.0
9	45.2
9	45.4
9	45.6
9	45.8
9	46.0
9	46.2
9	46.4
9	46.6
9	46.8
9	47.0
9	47.2
9	47.4
9	47.6
9	47.8
9	48.0
9	48.2
9	48.4
9	48.6
9	48.8
9	49.0
9	49.2
9	49.4
9	49.6
9	49.8
9	50.0
9	50.2
9	50.4
9	50.6
9	50.8
9	51.0
9	51.2
9	51.4
9	51.6
9	51.8
9	52.0
9	52.2
9	52.4
9	52.6
9	52.8
9	53.0
9	53.2
9	53.4
9	53.6
9	53.8
9	54.0
9	54.2
9	54.4
9	54.6
9	54.8
9	55.0
9	55.2
9	55.4
9	55.6
9	55.8
9	56.0
9	56.2
9	56.4
9	56.6
9	56.8
9	57.0
9	57.2
9	57.4
9	57.6
9	57.8
9	58.0
9	58.2
9	58.4
9	58.6
9	58.8
9	59.0
9	59.2
9	59.4
9	59.6
9	59.8
9	60.0
9	60.2
9	60.4
9	60.6
9	60.8
9	61.0
9	61.2
9	61.4
9	61.6
9	61.8
9	62.0
9	62.2
9	62.4
9	62.6
9	62.8
9	63.0
9	63.2
9	63.4
9	63.6
9	63.8
9	64.0
9	64.2
9	64.4
9	64.6
9	64.8
9	65.0
9	65.2
9	65.4
9	65.6
9	65.8
9	66.0
9	66.2
9	66.4
9	66.6
9	66.8
9	67.0
9	67.2
9	67.4
9	67.6
9	67.8
9	68.0
9	68.2
9	68.4
9	68.6
9	68.8
9	69.0
9	69.2
9	69.4
9	69.6
9	69.8
9	70.0
9	70.2
9	70.4
9	70.6
9	70.8
9	71.0
9	71.2
9	71.4
9	71.6
9	71.8
9	72.0
9	72.2
9	72.4
9	72.6
9	72.8
9	73.0
9	73.2
9	73.4
9	73.6
9	73.8
9	74.0
9	74.2
9	74.4
9	74.6
9	74.8
9	75.0
9	75.2
9	75.4
9	75.6
9	75.8
9	76.0
9	76.2
9	76.4
9	76.6
9	76.8
9	77.0
9	77.2
9	77.4
9	77.6
9	77.8
9	78.0
9	78.2
9	78.4
9	78.6
9	78.8
9	79.0
9	79.2
9	79.4
9	79.6
9	79.8
9	80.0
9	80.2
9	80.4
9	80.6
9	80.8
9	81.0
9	81.2
9	81.4
9	81.6
9	81.8
9	82.0
9	82.2
9	82.4
9	82.6
9	82.8
9	83.0
9	83.2
9	83.4
9	83.6
9	83.8
9	84.0
9	84.2
9	84.4
9	84.6
9	84.8
9	85.0
9	85.2
9	85.4
9	85.6
9	85.8
9	86.0
9	86.2
9	86.4
9	86.6
9	86.8
9	87.0
9	87.2
9	87.4
9	87.6
9	87.8
9	88.0
9	88.2
9	88.4
9	88.6
9	88.8
9	89.0
9	89.2
9	89.4
9	89.6
9	89.8
9	90.0
9	90.2
9	90.4
9	90.6
9	90.8
9	91.0
9	91.2
9	91.4
9	91.6
9	91.8
9	92.0
9	92.2
9	92.4
9	92.6
9	92.8
9	93.0
9	93.2
9	93.4
9	93.6
9	93.8
9	94.0
9	94.2
9	94.4
9	94.6
9	94.8
9	95.0
9	95.2
9	95.4
9	95.6
9	95.8
9	96.0
9	96.2
9	96.4
9	96.6
9	96.8
9	97.0
9	97.2
9	97.4
9	97.6
9	97.8
9	98.0
9	98.2
9	98.4
9	98.6
9	98.8
9	99.0
9	99.2
9	99.4
9	99.6
9	99.8
9	100.0
9	100.2
9	100.4
9	100.6
9	100.8
9	101.0
9	101.2
9	101.4
9	101.6
9	101.8
9	102.0
9	102.2
9	102.4
9	102.6
9	102.8
9	103.0
9	103.2
9	103.4
9	103.6
9	103.8
9	104.0
9	104.2
9	104.4
9	104.6
9	104.8
9	105.0
9	105.2
9	105.4
9	105.6
9	105.8
9	106.0
9	106.2
9	106.4
9	106.6
9	106.8
9	107.0
9	107.2
9	107.4
9	107.6
9	107.8
9	108.0
9	108.2
9	108.4
9	108.6
9	108.8
9	109.0
9	109.2
9	109.4
9	109.6
9	109.8
9	110.0
9	110.2
9	110.4
9	110.6
9	110.8
9	111.0
9	111.2
9	111.4
9	111.6
9	111.8
9	112.0
9	112.2
9	112.4
9	112.6
9	112.8
9	113.0
9	113.2
9	113.4
9	113.6
9	113.8
9	114.0
9	114.2
9	114.4
9	114.6
9	114.8
9	115.0
9	115.2
9	115.4
9	115.6
9	115.8
9	116.0
9	116.2
9	116.4
9	116.6
9	116.8
9	117.0
9	117.2
9	117.4
9	117.6
9	117.8
9	118.0
9	118.2
9	118.4
9	118.6
9	118.8
9	119.0
9	119.2
9	119.4
9	119.6
9	119.8
9	120.0
9	120.2
9	120.4
9	120.6
9	120.8
9	121.0
9	121.2
9	121.4
9	121.6
9	121.8
9	122.0
9	122.2
10	-6.4
10	-6.2
10	-6.0
10	-5.8
10	-5.6
10	-5.4
10	-5.2
10	-5.0
10	-4.8
10	-4.6
10	-4.4
10	-4.2
10	-4.0
10	-3.8
10	-3.6
10	-3.4
10	-3.2
10	-3.0
10	-2.8
10	-2.6
10	-2.4
10	-2.2
10	-2.0
10	-1.8
10	-1.6
10	-1.4
10	-1.2
10	-1.0
10	-0.8
10	-0.6
10	-0.4
10	-0.2
10	0.0
10	0.2
10	0.4
10	0.6
10	0.8
10	1.0
10	1.2
10	1.4
10	1.6
10	1.8
10	2.0
10	2.2
10	2.4
10	2.6
10	2.8
10	3.0
10	3.2
10	3.4
10	3.6
10	3.8
10	4.0
10	4.2
10	4.4
10	4.6
10	4.8
10	5.0
10	5.2
10	5.4
10	5.6
10	5.8
10	6.0
10	6.2
10	6.4
10	6.6
10	6.8
10	7.0
10	7.2
10	7.4
10	7.6
10	7.8
10	8.0
10	8.2
10	8.4
10	8.6
10	8.8
10	9.0
10	9.2
10	9.4
10	9.6
10	9.8
10	10.0
10	10.2
10	10.4
10	10.6
10	10.8
10	11.0
10	11.2
10	11.4
10	11.6
10	11.8
10	12.0
10	12.2
10	12.4
10	12.6
10	12.8
10	13.0
10	13.2
10	13.4
10	13.6
10	13.8
10	14.0
10	14.2
10	14.4
10	14.6
10	14.8
10	15.0
10	15.2
10	15.4
10	15.6
10	15.8
10	16.0
10	16.2
10	16.4
10	16.6
10	16.8
10	17.0
10	17.2
10	17.4
10	17.6
10	17.8
10	18.0
10	18.2
10	18.4
10	18.6
10	18.8
10	19.0
10	19.2
10	19.4
10	19.6
10	19.8
10	20.0
10	20.2
10	20.4
10	20.6
10	20.8
10	21.0
10	21.2
10	21.4
10	21.6
